"Time","recv br-3ae01aa5bf5a","recv br-d3adca404a2a","recv br-free5gc","recv cni0","recv demo-oai","recv docker0","recv enp0s31f6","recv flannel.1","recv ip_vti0","recv kube-ipvs0","recv lo","recv tailscale0","recv veth0066784a","recv veth013a837","recv veth0436a20","recv veth05db554","recv veth064ee24","recv veth0eb52f9","recv veth0f2f471","recv veth0fb4997","recv veth105e572","recv veth10e447f","recv veth1189f5f","recv veth191c9bf","recv veth19bda3f","recv veth19d3f00","recv veth1c20578","recv veth23d98bb","recv veth26dfc7c3","recv veth282b4f6","recv veth2838eab","recv veth2937e8f","recv veth29be474","recv veth2a579fb","recv veth2cae174","recv veth2d35d44","recv veth2dcaba6c","recv veth30242084","recv veth3236ec8","recv veth34749f5","recv veth366fc0e","recv veth368a93e","recv veth36919ec","recv veth3d1f688","recv veth3f0ca3f","recv veth43df598d","recv veth488b699","recv veth4a361eb","recv veth4b2ebd0","recv veth51043a9","recv veth524b2f2","recv veth5603eb5","recv veth57c18fb","recv veth5894241","recv veth635e8f0","recv veth64fca06","recv veth659896f","recv veth6af3114","recv veth6defc8b6","recv veth6f3ef78","recv veth74f2cf54","recv veth79f3b18","recv veth7a18708","recv veth7b55725","recv veth7b76f154","recv veth7bdd6ee","recv veth7e31424","recv veth80471b7","recv veth847a286","recv veth866688d","recv veth869f1fd","recv veth89372e2","recv veth8aeb340","recv veth8bbb9d7","recv veth8ec402f","recv veth92ea020","recv veth96d79db","recv veth9866266","recv veth99a6d2c","recv veth9db1e49","recv vetha171478","recv vetha191b11","recv vetha3ca216","recv vetha59eb63","recv vetha601b67","recv vetha6dc37f","recv vetha98c531","recv vethae45600","recv vethae607f1","recv vethafa6c29","recv vethafca44b","recv vethb0ca200","recv vethb5acaca","recv vethb95dfee","recv vethbb68993","recv vethbba13f6","recv vethbe8c6b8","recv vethbefbd2d","recv vethc167e2d","recv vethc1b4e5c","recv vethc4d22ef4","recv vethc6f746e","recv vethc7b2707","recv vethcdfdcb2","recv vethd11157f","recv vethd94371c","recv vethda5b14b","recv vethda79fd4","recv vethdc89981","recv vethdd4d338","recv vethde53f80","recv vethe41c0bc","recv vethe5c2698","recv vethe86778d","recv vetheac693fd","recv vethed71cfa","recv vethef2db0b","recv vethfaf4e39","recv vethfcf1313","recv vethfe0c150","recv wlp0s20f3","trans br-3ae01aa5bf5a ","trans br-d3adca404a2a ","trans br-free5gc ","trans cni0 ","trans demo-oai ","trans docker0 ","trans enp0s31f6 ","trans flannel.1 ","trans ip_vti0 ","trans kube-ipvs0 ","trans lo ","trans tailscale0 ","trans veth0066784a ","trans veth013a837 ","trans veth0436a20 ","trans veth05db554 ","trans veth064ee24 ","trans veth0eb52f9 ","trans veth0f2f471 ","trans veth0fb4997 ","trans veth105e572 ","trans veth10e447f ","trans veth1189f5f ","trans veth191c9bf ","trans veth19bda3f ","trans veth19d3f00 ","trans veth1c20578 ","trans veth23d98bb ","trans veth26dfc7c3 ","trans veth282b4f6 ","trans veth2838eab ","trans veth2937e8f ","trans veth29be474 ","trans veth2a579fb ","trans veth2cae174 ","trans veth2d35d44 ","trans veth2dcaba6c ","trans veth30242084 ","trans veth3236ec8 ","trans veth34749f5 ","trans veth366fc0e ","trans veth368a93e ","trans veth36919ec ","trans veth3d1f688 ","trans veth3f0ca3f ","trans veth43df598d ","trans veth488b699 ","trans veth4a361eb ","trans veth4b2ebd0 ","trans veth51043a9 ","trans veth524b2f2 ","trans veth5603eb5 ","trans veth57c18fb ","trans veth5894241 ","trans veth635e8f0 ","trans veth64fca06 ","trans veth659896f ","trans veth6af3114 ","trans veth6defc8b6 ","trans veth6f3ef78 ","trans veth74f2cf54 ","trans veth79f3b18 ","trans veth7a18708 ","trans veth7b55725 ","trans veth7b76f154 ","trans veth7bdd6ee ","trans veth7e31424 ","trans veth80471b7 ","trans veth847a286 ","trans veth866688d ","trans veth869f1fd ","trans veth89372e2 ","trans veth8aeb340 ","trans veth8bbb9d7 ","trans veth8ec402f ","trans veth92ea020 ","trans veth96d79db ","trans veth9866266 ","trans veth99a6d2c ","trans veth9db1e49 ","trans vetha171478 ","trans vetha191b11 ","trans vetha3ca216 ","trans vetha59eb63 ","trans vetha601b67 ","trans vetha6dc37f ","trans vetha98c531 ","trans vethae45600 ","trans vethae607f1 ","trans vethafa6c29 ","trans vethafca44b ","trans vethb0ca200 ","trans vethb5acaca ","trans vethb95dfee ","trans vethbb68993 ","trans vethbba13f6 ","trans vethbe8c6b8 ","trans vethbefbd2d ","trans vethc167e2d ","trans vethc1b4e5c ","trans vethc4d22ef4 ","trans vethc6f746e ","trans vethc7b2707 ","trans vethcdfdcb2 ","trans vethd11157f ","trans vethd94371c ","trans vethda5b14b ","trans vethda79fd4 ","trans vethdc89981 ","trans vethdd4d338 ","trans vethde53f80 ","trans vethe41c0bc ","trans vethe5c2698 ","trans vethe86778d ","trans vetheac693fd ","trans vethed71cfa ","trans vethef2db0b ","trans vethfaf4e39 ","trans vethfcf1313 ","trans vethfe0c150 ","trans wlp0s20f3 "
1725561210000,undefined,0,undefined,14923.2,0,0,49262.4,0,0,0,584992,227.2,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,1928,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1792,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,134.4,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,16246.4,0,0,6188.8,438.4,0,0,584992,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,8672,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1414.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1236.8,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,134.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1499.2,undefined,undefined,undefined,undefined,undefined,0
1725561240000,undefined,0,undefined,14452.8,0,0,51110.4,0,0,0,564752,201.6,57027.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,665.6,undefined,undefined,undefined,undefined,undefined,undefined,1928,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2504,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2500.8,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,1689.6,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,17740.8,0,0,8793.6,0,0,0,564752,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,512,undefined,undefined,undefined,undefined,undefined,undefined,9009.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58652.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,1198.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1710.4,undefined,undefined,undefined,undefined,undefined,0
1725561270000,undefined,0,undefined,14700.8,0,0,41932.8,0,0,0,559880,201.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,1766.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1724.8,undefined,654.4,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,15681.6,0,0,1796.8,0,0,0,559880,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,7896,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3747.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1169.6,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1604.8,undefined,undefined,undefined,undefined,undefined,0
1725561300000,undefined,0,undefined,14230.4,0,0,43830.4,0,0,0,537614.4,227.2,57020.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3646.4,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2590.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2568,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1692.8,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,15478.4,0,0,2353.6,0,0,0,537614.4,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,6926.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58640,undefined,716.8,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,112,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1169.6,undefined,undefined,undefined,1174.4,undefined,undefined,undefined,undefined,undefined,1710.4,undefined,undefined,undefined,undefined,undefined,0
1725561330000,undefined,0,undefined,14756.8,0,0,42824,0,0,0,524632,227.2,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,1611.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1414.4,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1830.4,undefined,971.2,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1481.6,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,14686.4,0,0,2158.4,0,0,0,524632,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,5972.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1380.8,undefined,1433.6,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1710.4,undefined,undefined,undefined,undefined,undefined,0
1725561360000,undefined,0,undefined,14230.4,0,0,48683.2,0,0,0,574148.8,227.2,57027.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,598.4,undefined,undefined,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4345.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2484.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2568,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1622.4,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1692.8,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,14942.4,0,0,2456,0,0,0,574148.8,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,425.6,undefined,undefined,undefined,undefined,undefined,undefined,6188.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1440,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58780.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1131.2,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1883.2,undefined,undefined,undefined,undefined,undefined,0
1725561390000,undefined,0,undefined,15030.4,0,0,43766.4,0,0,0,543449.6,227.2,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,1611.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2232,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1481.6,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,14283.2,0,0,2270.4,0,0,0,543449.6,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,5777.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1678.4,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1710.4,undefined,undefined,undefined,undefined,undefined,0
1725561420000,undefined,0,undefined,14867.2,0,0,54459.2,0,0,0,558044.8,201.6,57033.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,531.2,undefined,undefined,undefined,undefined,undefined,undefined,2304,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2590.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2568,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1692.8,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,14756.8,0,0,9593.6,438.4,0,0,558044.8,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,358.4,undefined,undefined,undefined,undefined,undefined,undefined,6062.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1440,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58622.4,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1064,undefined,undefined,undefined,1168,undefined,undefined,undefined,undefined,undefined,1883.2,undefined,undefined,undefined,undefined,undefined,0
1725561450000,undefined,0,undefined,14368,0,0,44200,0,0,0,545494.4,201.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,598.4,undefined,undefined,undefined,undefined,undefined,undefined,1344,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4345.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1830.4,undefined,654.4,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1622.4,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,13414.4,0,0,2200,0,0,0,545494.4,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,425.6,undefined,undefined,undefined,undefined,undefined,undefined,4905.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1625.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3747.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1576,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1129.6,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1710.4,undefined,undefined,undefined,undefined,undefined,0
1725561480000,undefined,0,undefined,14230.4,0,0,47196.8,0,0,0,566896,201.6,57032,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,598.4,undefined,undefined,undefined,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4345.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2484.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2568,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1728,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1692.8,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,15827.2,0,0,2404.8,0,0,0,566896,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,425.6,undefined,undefined,undefined,undefined,undefined,undefined,7027.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,918.4,1625.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1545.6,undefined,3747.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58620.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1131.2,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1777.6,undefined,undefined,undefined,undefined,undefined,0
1725561510000,undefined,0,undefined,14451.2,0,0,51774.4,0,0,0,565688,201.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,598.4,undefined,undefined,undefined,undefined,undefined,undefined,1238.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1520,undefined,2483.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1830.4,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1622.4,undefined,undefined,undefined,1555.2,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,14401.6,0,0,7590.4,438.4,0,0,565688,81.6,211.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,425.6,undefined,undefined,undefined,undefined,undefined,undefined,6209.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1520,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1651.2,undefined,3641.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,1470.4,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1129.6,undefined,undefined,undefined,1062.4,undefined,undefined,undefined,undefined,undefined,1604.8,undefined,undefined,undefined,undefined,undefined,0
1725561540000,undefined,0,undefined,14369.6,0,0,91576,0,0,0,564646.4,201.6,57016,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,598.4,undefined,undefined,undefined,undefined,undefined,undefined,1716.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,3752,4451.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1587.2,undefined,2590.4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,2568,undefined,760,undefined,undefined,undefined,1113.6,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1622.4,undefined,undefined,undefined,1660.8,undefined,undefined,undefined,undefined,undefined,1625.6,undefined,undefined,undefined,undefined,undefined,0,undefined,0,undefined,15292.8,0,0,2328,0,0,0,564646.4,81.6,1524.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,425.6,undefined,undefined,undefined,undefined,undefined,undefined,6492.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,812.8,1625.6,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1507.2,undefined,3747.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,58604.8,undefined,822.4,undefined,undefined,undefined,723.2,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0,undefined,undefined,undefined,undefined,undefined,67.2,undefined,undefined,undefined,1131.2,undefined,undefined,undefined,1168,undefined,undefined,undefined,undefined,undefined,1921.6,undefined,undefined,undefined,undefined,undefined,0
