"Time","recv br-free5gc","recv docker0","recv enp0s31f6","recv ip_vti0","recv veth12dd5df","recv veth1c3c36b","recv veth3a1e070","recv veth5040e0e","recv veth56531bb","recv veth7a6539b","recv veth846a426","recv veth9202ca9","recv vetha7cb358","recv vethb5e236d","recv vethc2d84b4","recv vethf152619","recv vethfead0d0","recv wlp0s20f3","trans br-free5gc ","trans docker0 ","trans enp0s31f6 ","trans ip_vti0 ","trans veth12dd5df ","trans veth1c3c36b ","trans veth3a1e070 ","trans veth5040e0e ","trans veth56531bb ","trans veth7a6539b ","trans veth846a426 ","trans veth9202ca9 ","trans vetha7cb358 ","trans vethb5e236d ","trans vethc2d84b4 ","trans vethf152619 ","trans vethfead0d0 ","trans wlp0s20f3 "
2024-03-04 18:10:45,99.7 Mb/s,0 b/s,98.0 Mb/s,0 b/s,0 b/s,313 b/s,701 b/s,524 b/s,0 b/s,101 Mb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,3.08 kb/s,0 b/s,221 b/s,93.7 Mb/s,0 b/s,101 Mb/s,0 b/s,0 b/s,865 b/s,173 b/s,904 b/s,0 b/s,93.7 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.39 kb/s,0 b/s,0 b/s
2024-03-04 18:11:00,98.9 Mb/s,0 b/s,97.2 Mb/s,0 b/s,0 b/s,174 b/s,723 b/s,455 b/s,135 b/s,99.9 Mb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,45.9 b/s,93.0 Mb/s,0 b/s,100 Mb/s,0 b/s,0 b/s,450 b/s,158 b/s,904 b/s,135 b/s,93.0 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
2024-03-04 18:11:15,99.7 Mb/s,0 b/s,98.0 Mb/s,0 b/s,0 b/s,313 b/s,735 b/s,524 b/s,0 b/s,101 Mb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,3.08 kb/s,0 b/s,87.5 b/s,93.7 Mb/s,0 b/s,101 Mb/s,0 b/s,0 b/s,865 b/s,113 b/s,904 b/s,0 b/s,93.7 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.39 kb/s,0 b/s,0 b/s
2024-03-04 18:11:30,99.0 Mb/s,0 b/s,97.3 Mb/s,0 b/s,0 b/s,174 b/s,746 b/s,455 b/s,135 b/s,100 Mb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,133 b/s,93.1 Mb/s,0 b/s,100 Mb/s,0 b/s,0 b/s,450 b/s,180 b/s,904 b/s,135 b/s,93.1 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
2024-03-04 18:11:45,99.7 Mb/s,0 b/s,98.0 Mb/s,0 b/s,0 b/s,313 b/s,622 b/s,524 b/s,0 b/s,101 Mb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,3.08 kb/s,0 b/s,133 b/s,93.7 Mb/s,0 b/s,101 Mb/s,0 b/s,0 b/s,865 b/s,113 b/s,904 b/s,0 b/s,93.7 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.39 kb/s,0 b/s,0 b/s
2024-03-04 18:12:00,98.9 Mb/s,0 b/s,97.2 Mb/s,0 b/s,0 b/s,174 b/s,689 b/s,455 b/s,101 b/s,99.9 Mb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,603 b/s,93.0 Mb/s,0 b/s,100 Mb/s,0 b/s,0 b/s,450 b/s,124 b/s,904 b/s,101 b/s,93.0 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
2024-03-04 18:12:15,99.7 Mb/s,0 b/s,98.0 Mb/s,0 b/s,0 b/s,348 b/s,701 b/s,524 b/s,56.5 b/s,101 Mb/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,3.12 kb/s,0 b/s,131 b/s,93.7 Mb/s,0 b/s,101 Mb/s,0 b/s,0 b/s,900 b/s,192 b/s,904 b/s,56.5 b/s,93.7 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.43 kb/s,0 b/s,0 b/s
2024-03-04 18:12:30,6.04 Mb/s,0 b/s,5.95 Mb/s,0 b/s,0 b/s,174 b/s,667 b/s,491 b/s,78.9 b/s,6.10 Mb/s,0 b/s,209 b/s,0 b/s,0 b/s,244 b/s,2.74 kb/s,0 b/s,43.7 b/s,5.69 Mb/s,0 b/s,6.14 Mb/s,0 b/s,0 b/s,450 b/s,101 b/s,939 b/s,78.9 b/s,5.69 Mb/s,0 b/s,658 b/s,0 b/s,0 b/s,693 b/s,1.12 kb/s,0 b/s,48 b/s
2024-03-04 18:12:45,663 b/s,0 b/s,5.78 kb/s,0 b/s,0 b/s,313 b/s,678 b/s,524 b/s,56.5 b/s,146 b/s,0 b/s,277 b/s,0 b/s,0 b/s,277 b/s,3.08 kb/s,0 b/s,135 b/s,179 b/s,0 b/s,18.6 kb/s,0 b/s,0 b/s,865 b/s,113 b/s,904 b/s,56.5 b/s,123 b/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.39 kb/s,0 b/s,0 b/s
2024-03-04 18:13:00,9.49 kb/s,0 b/s,17.0 kb/s,0 b/s,0 b/s,174 b/s,711 b/s,455 b/s,101 b/s,9.60 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,185 b/s,9.54 kb/s,0 b/s,28.4 kb/s,0 b/s,0 b/s,450 b/s,203 b/s,904 b/s,101 b/s,9.44 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
2024-03-04 18:13:15,9.49 kb/s,0 b/s,17.0 kb/s,0 b/s,0 b/s,174 b/s,711 b/s,455 b/s,101 b/s,9.60 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,185 b/s,9.54 kb/s,0 b/s,28.4 kb/s,0 b/s,0 b/s,450 b/s,203 b/s,904 b/s,101 b/s,9.44 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
2024-03-04 18:13:30,9.49 kb/s,0 b/s,17.0 kb/s,0 b/s,0 b/s,174 b/s,711 b/s,455 b/s,101 b/s,9.60 kb/s,0 b/s,209 b/s,0 b/s,0 b/s,209 b/s,2.67 kb/s,0 b/s,185 b/s,9.54 kb/s,0 b/s,28.4 kb/s,0 b/s,0 b/s,450 b/s,203 b/s,904 b/s,101 b/s,9.44 kb/s,0 b/s,658 b/s,0 b/s,0 b/s,658 b/s,1.05 kb/s,0 b/s,0 b/s
